residence,origin
United Kingdom of Great Britain and Northern Ireland,Republic of Korea
United Kingdom of Great Britain and Northern Ireland,Republic of Moldova
United Kingdom of Great Britain and Northern Ireland,Romania
United Kingdom of Great Britain and Northern Ireland,Russian Federation
United Kingdom of Great Britain and Northern Ireland,Rwanda
United Kingdom of Great Britain and Northern Ireland,Saint Lucia
United Kingdom of Great Britain and Northern Ireland,Saint Vincent and the Grenadines
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia
United Kingdom of Great Britain and Northern Ireland,Senegal
United Kingdom of Great Britain and Northern Ireland,Serbia (and Kosovo: S/RES/1244 (1999))
United Kingdom of Great Britain and Northern Ireland,Seychelles
United Kingdom of Great Britain and Northern Ireland,Sierra Leone
United Kingdom of Great Britain and Northern Ireland,Singapore
United Kingdom of Great Britain and Northern Ireland,Slovakia
United Kingdom of Great Britain and Northern Ireland,Somalia
United Kingdom of Great Britain and Northern Ireland,South Africa
United Kingdom of Great Britain and Northern Ireland,Sri Lanka
United Kingdom of Great Britain and Northern Ireland,Stateless
United Kingdom of Great Britain and Northern Ireland,Sudan
United Kingdom of Great Britain and Northern Ireland,Swaziland
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Republic
United Kingdom of Great Britain and Northern Ireland,Tajikistan
United Kingdom of Great Britain and Northern Ireland,Thailand
United Kingdom of Great Britain and Northern Ireland,The former Yugoslav Republic of Macedonia
United Kingdom of Great Britain and Northern Ireland,Togo
United Kingdom of Great Britain and Northern Ireland,Trinidad and Tobago
United Kingdom of Great Britain and Northern Ireland,Tunisia
United Kingdom of Great Britain and Northern Ireland,Turkey
United Kingdom of Great Britain and Northern Ireland,Turkmenistan
United Kingdom of Great Britain and Northern Ireland,Tuvalu
United Kingdom of Great Britain and Northern Ireland,Uganda
United Kingdom of Great Britain and Northern Ireland,Ukraine
United Kingdom of Great Britain and Northern Ireland,United Arab Emirates
United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland
United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania
United Kingdom of Great Britain and Northern Ireland,United States of America
United Kingdom of Great Britain and Northern Ireland,Uzbekistan
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of)
United Kingdom of Great Britain and Northern Ireland,Viet Nam
United Kingdom of Great Britain and Northern Ireland,Western Sahara
United Kingdom of Great Britain and Northern Ireland,Yemen
United Kingdom of Great Britain and Northern Ireland,Zambia
United Kingdom of Great Britain and Northern Ireland,Zimbabwe
United Kingdom of Great Britain and Northern Ireland,Various
United Republic of Tanzania,Burundi
United Republic of Tanzania,Democratic Republic of the Congo
United Republic of Tanzania,Somalia
United Republic of Tanzania,Various
United States of America,Afghanistan
United States of America,Albania
United States of America,Algeria
United States of America,Andorra
United States of America,Angola
United States of America,Antigua and Barbuda
United States of America,Argentina
United States of America,Armenia
United States of America,Australia
United States of America,Austria
United States of America,Azerbaijan
United States of America,Bahamas
United States of America,Bahrain
United States of America,Bangladesh
United States of America,Barbados
United States of America,Belarus
United States of America,Belgium
United States of America,Belize
United States of America,Benin
United States of America,Bhutan
United States of America,Bolivia (Plurinational State of)
United States of America,Bosnia and Herzegovina
United States of America,Botswana
United States of America,Brazil
United States of America,Bulgaria
United States of America,Burkina Faso
United States of America,Burundi
United States of America,Cambodia
United States of America,Cameroon
United States of America,Canada
United States of America,Cayman Islands
United States of America,Central African Republic
United States of America,Chad
United States of America,Chile
United States of America,China
United States of America,Colombia
United States of America,Comoros
United States of America,Congo
United States of America,Costa Rica
United States of America,Côte d'Ivoire
United States of America,Croatia
United States of America,Cuba
United States of America,Cyprus
United States of America,Czech Republic
United States of America,Democratic People's Republic of Korea
United States of America,Democratic Republic of the Congo
United States of America,Djibouti
United States of America,Dominica
United States of America,Dominican Republic
United States of America,Ecuador
United States of America,Egypt
United States of America,El Salvador
United States of America,Equatorial Guinea
United States of America,Eritrea
United States of America,Estonia
United States of America,Ethiopia
United States of America,Fiji
United States of America,Finland
United States of America,France
United States of America,Gabon
United States of America,Gambia
United States of America,Georgia
United States of America,Germany
United States of America,Ghana
United States of America,Gibraltar
United States of America,Greece
United States of America,Grenada
United States of America,Guatemala
United States of America,Guinea
United States of America,Guinea-Bissau
United States of America,Guyana
United States of America,Haiti
United States of America,Honduras
United States of America,"Hong Kong SAR, China"
United States of America,Hungary
United States of America,Iceland
United States of America,India
United States of America,Indonesia
United States of America,Iran (Islamic Republic of)
United States of America,Iraq
United States of America,Ireland
United States of America,Israel
United States of America,Italy
United States of America,Jamaica
United States of America,Japan
United States of America,Jordan
United States of America,Kazakhstan
United States of America,Kenya
United States of America,Kuwait
United States of America,Kyrgyzstan
United States of America,Lao People's Democratic Republic
United States of America,Latvia
United States of America,Lebanon
United States of America,Lesotho
United States of America,Liberia
United States of America,Libya
United States of America,Lithuania
United States of America,"Macao SAR, China"
United States of America,Madagascar
United States of America,Malawi
United States of America,Malaysia
United States of America,Maldives
United States of America,Mali
United States of America,Malta
United States of America,Marshall Islands
United States of America,Mauritania
United States of America,Mauritius
United States of America,Mexico
United States of America,Monaco
United States of America,Mongolia
United States of America,Montenegro
United States of America,Morocco
United States of America,Mozambique
United States of America,Myanmar
United States of America,Namibia
United States of America,Nepal
United States of America,Netherlands
United States of America,New Zealand
United States of America,Nicaragua
United States of America,Niger
United States of America,Nigeria
United States of America,Niue
United States of America,Norway
United States of America,Oman
United States of America,Pakistan
United States of America,Palestinian
United States of America,Panama
United States of America,Papua New Guinea
United States of America,Paraguay
United States of America,Peru
United States of America,Philippines
United States of America,Poland
United States of America,Portugal
United States of America,Qatar
United States of America,Republic of Korea
United States of America,Republic of Moldova
United States of America,Romania
United States of America,Russian Federation
United States of America,Rwanda
United States of America,Saint Kitts and Nevis
United States of America,Saint Lucia
United States of America,Saint Vincent and the Grenadines
United States of America,Saudi Arabia
United States of America,Senegal
United States of America,Serbia (and Kosovo: S/RES/1244 (1999))
United States of America,Seychelles
United States of America,Sierra Leone
United States of America,Singapore
United States of America,Slovakia
United States of America,Slovenia
United States of America,Somalia
United States of America,South Africa
United States of America,South Sudan
United States of America,Spain
United States of America,Sri Lanka
United States of America,Stateless
United States of America,Sudan
United States of America,Suriname
United States of America,Swaziland
United States of America,Sweden
United States of America,Switzerland
United States of America,Syrian Arab Republic
United States of America,Tajikistan
United States of America,Thailand
United States of America,The former Yugoslav Republic of Macedonia
United States of America,Togo
United States of America,Tonga
United States of America,Trinidad and Tobago
United States of America,Tunisia
United States of America,Turkey
United States of America,Turkmenistan
United States of America,Turks and Caicos Islands
United States of America,Uganda
United States of America,Ukraine
United States of America,United Arab Emirates
United States of America,United Kingdom of Great Britain and Northern Ireland
United States of America,United Republic of Tanzania
United States of America,Uruguay
United States of America,Uzbekistan
United States of America,Venezuela (Bolivarian Republic of)
United States of America,Viet Nam
United States of America,Yemen
United States of America,Zambia
United States of America,Zimbabwe
United States of America,Various
Uruguay,Belarus
Uruguay,Bolivia (Plurinational State of)
Uruguay,Cameroon
Uruguay,Chile
Uruguay,Colombia
Uruguay,Congo
Uruguay,Côte d'Ivoire
Uruguay,Cuba
Uruguay,Ecuador
Uruguay,Georgia
Uruguay,Ghana
Uruguay,Iraq
Uruguay,Latvia
Uruguay,Liberia
Uruguay,Lithuania
Uruguay,Nigeria
Uruguay,Peru
Uruguay,Russian Federation
Uruguay,Sierra Leone
Uruguay,Somalia
Uruguay,Sudan
Uruguay,Ukraine
Uruguay,Venezuela (Bolivarian Republic of)
Uruguay,Zimbabwe
Uzbekistan,Afghanistan
Uzbekistan,Azerbaijan
Vanuatu,Iran (Islamic Republic of)
Vanuatu,Iraq
Venezuela (Bolivarian Republic of),Afghanistan
Venezuela (Bolivarian Republic of),Burundi
Venezuela (Bolivarian Republic of),China
Venezuela (Bolivarian Republic of),Colombia
Venezuela (Bolivarian Republic of),Congo
Venezuela (Bolivarian Republic of),Côte d'Ivoire
Venezuela (Bolivarian Republic of),Ecuador
Venezuela (Bolivarian Republic of),Ethiopia
Venezuela (Bolivarian Republic of),Gambia
Venezuela (Bolivarian Republic of),Ghana
Venezuela (Bolivarian Republic of),Guatemala
Venezuela (Bolivarian Republic of),Haiti
Venezuela (Bolivarian Republic of),Hungary
Venezuela (Bolivarian Republic of),Iraq
Venezuela (Bolivarian Republic of),Liberia
Venezuela (Bolivarian Republic of),Nicaragua
Venezuela (Bolivarian Republic of),Nigeria
Venezuela (Bolivarian Republic of),Pakistan
Venezuela (Bolivarian Republic of),Palestinian
Venezuela (Bolivarian Republic of),Peru
Venezuela (Bolivarian Republic of),Poland
Venezuela (Bolivarian Republic of),Rwanda
Venezuela (Bolivarian Republic of),Serbia (and Kosovo: S/RES/1244 (1999))
Venezuela (Bolivarian Republic of),Sierra Leone
Venezuela (Bolivarian Republic of),Stateless
Venezuela (Bolivarian Republic of),Togo
Venezuela (Bolivarian Republic of),Turkey
Yemen,Algeria
Yemen,Bangladesh
Yemen,China
Yemen,Congo
Yemen,Democratic People's Republic of Korea
Yemen,Democratic Republic of the Congo
Yemen,Egypt
Yemen,Eritrea
Yemen,Ethiopia
Yemen,Iran (Islamic Republic of)
Yemen,Iraq
Yemen,Jordan
Yemen,Mali
Yemen,Myanmar
Yemen,Palestinian
Yemen,Somalia
Yemen,Sudan
Yemen,Syrian Arab Republic
Yemen,United Republic of Tanzania
Yemen,Viet Nam
Zambia,Burundi
Zambia,Congo
Zambia,Democratic Republic of the Congo
Zambia,Eritrea
Zambia,Ethiopia
Zambia,Guinea
Zambia,Lebanon
Zambia,Liberia
Zambia,Malawi
Zambia,Namibia
Zambia,Palestinian
Zambia,Rwanda
Zambia,Sierra Leone
Zambia,Somalia
Zambia,South Africa
Zambia,Sudan
Zambia,Uganda
Zambia,United Republic of Tanzania
Zambia,Zimbabwe
Zimbabwe,Angola
Zimbabwe,Burundi
Zimbabwe,Congo
Zimbabwe,Côte d'Ivoire
Zimbabwe,Democratic Republic of the Congo
Zimbabwe,Eritrea
Zimbabwe,Ethiopia
Zimbabwe,Malawi
Zimbabwe,Rwanda
Zimbabwe,Somalia
Zimbabwe,Sudan
Zimbabwe,Uganda
Zimbabwe,United Republic of Tanzania
